steam_id,app_id,recommended,hours_played
76561199274606193,493490,Recommended,31.7 hrs on record(31.0 hrs at review time)
76561199274606193,2248760,Recommended,26.9 hrs on record(22.4 hrs at review time)
76561199274606193,1017180,Recommended,129.6 hrs on record(43.8 hrs at review time)
76561199274606193,1677740,Recommended,203.9 hrs on record(12.5 hrs at review time)
76561199274606193,284160,Recommended,71.4 hrs on record(46.4 hrs at review time)
76561198439664609,2151580,Not Recommended,48.8 hrs on record(47.0 hrs at review time)
76561198159423908,2311190,Recommended,1.5 hrs on record
76561198159423908,1092140,Recommended,14.7 hrs on record(1.2 hrs at review time)
76561198159423908,2262770,Recommended,1.4 hrs on record
76561198159423908,2067790,Recommended,5.4 hrs on record
76561198159423908,1119980,Recommended,11.7 hrs on record(8.0 hrs at review time)
76561198159423908,1460220,Recommended,19.4 hrs on record(19.0 hrs at review time)
76561198159423908,374320,Recommended,61.7 hrs on record(7.5 hrs at review time)
76561198159423908,253230,Recommended,45.4 hrs on record(21.4 hrs at review time)
76561198159423908,1304930,Recommended,12.7 hrs on record(3.6 hrs at review time)
76561198159423908,1675140,Recommended,0.2 hrs on record
76561198159423908,1943950,Recommended,27.5 hrs on record(10.6 hrs at review time)
76561198159423908,2232840,Recommended,0.3 hrs on record
76561198159423908,774171,Recommended,19.6 hrs on record(15.5 hrs at review time)
76561198159423908,2079900,Recommended,0.0 hrs on record
76561198159423908,1177660,Not Recommended,23.6 hrs on record(8.5 hrs at review time)
76561198159423908,2166060,Recommended,3.6 hrs on record
76561198159423908,1604000,Recommended,1.9 hrs on record(0.7 hrs at review time)
76561198159423908,1301720,Recommended,8.4 hrs on record
76561198159423908,1392820,Recommended,0.3 hrs on record
76561198159423908,1819180,Recommended,6.2 hrs on record(4.1 hrs at review time)
76561198159423908,1522660,Not Recommended,0.4 hrs on record
76561198159423908,2078040,Recommended,32.3 hrs on record(6.1 hrs at review time)
76561198159423908,1182620,Recommended,2.6 hrs on record(0.7 hrs at review time)
76561198159423908,1112830,Recommended,9.8 hrs on record
76561198159423908,977950,Recommended,62.9 hrs on record(49.0 hrs at review time)
76561198159423908,440880,Recommended,5.8 hrs on record(0.4 hrs at review time)
76561198159423908,1961460,Recommended,52.9 hrs on record(46.7 hrs at review time)
76561198159423908,2237720,Recommended,4.5 hrs on record(3.0 hrs at review time)
76561198159423908,940680,Not Recommended,25.0 hrs on record(17.3 hrs at review time)
76561198159423908,2118130,Recommended,3.4 hrs on record(0.9 hrs at review time)
76561198159423908,1987080,Recommended,39.4 hrs on record(16.9 hrs at review time)
76561198159423908,433340,Recommended,3.8 hrs on record(2.3 hrs at review time)
76561198159423908,446380,Recommended,9.4 hrs on record(3.6 hrs at review time)
76561198159423908,2024300,Recommended,9.5 hrs on record(3.2 hrs at review time)
76561198159423908,1092790,Recommended,39.2 hrs on record(4.3 hrs at review time)
76561198159423908,460950,Recommended,23.0 hrs on record(15.5 hrs at review time)
76561198159423908,456750,Recommended,11.8 hrs on record(3.3 hrs at review time)
76561198159423908,1901370,Recommended,6.6 hrs on record(5.0 hrs at review time)
76561198159423908,521890,Not Recommended,36.2 hrs on record(17.4 hrs at review time)
76561198159423908,1274570,Recommended,193.3 hrs on record(30.3 hrs at review time)
76561198159423908,962400,Recommended,15.8 hrs on record(6.8 hrs at review time)
76561198159423908,1443490,Recommended,2.3 hrs on record
76561198159423908,1426210,Recommended,27.3 hrs on record(11.9 hrs at review time)
76561198159423908,1025250,Recommended,93.0 hrs on record(6.5 hrs at review time)
76561198159423908,1433340,Recommended,11.7 hrs on record(5.6 hrs at review time)
76561198159423908,582500,Recommended,6.5 hrs on record(2.4 hrs at review time)
76561198159423908,839420,Recommended,9.0 hrs on record(2.6 hrs at review time)
76561198159423908,743390,Recommended,2.1 hrs on record
76561198159423908,400,Recommended,18.9 hrs on record(4.0 hrs at review time)
76561198159423908,1049410,Recommended,13.0 hrs on record(5.0 hrs at review time)
76561198159423908,206440,Recommended,3.4 hrs on record
76561198159423908,747660,Recommended,34.8 hrs on record(4.1 hrs at review time)
76561198159423908,1130620,Recommended,23.2 hrs on record(17.1 hrs at review time)
76561198159423908,3590,Recommended,57.4 hrs on record(33.0 hrs at review time)
76561198159423908,1293230,Not Recommended,1.2 hrs on record
76561198159423908,1308840,Recommended,9.0 hrs on record(6.4 hrs at review time)
76561198159423908,1450100,Not Recommended,2.6 hrs on record(0.5 hrs at review time)
76561198159423908,1721470,Not Recommended,4.4 hrs on record(0.8 hrs at review time)
76561198159423908,594330,Recommended,26.3 hrs on record(3.5 hrs at review time)
76561198159423908,1064460,Recommended,14.4 hrs on record(11.7 hrs at review time)
76561198159423908,57300,Recommended,27.9 hrs on record(6.6 hrs at review time)
76561198159423908,418370,Recommended,85.2 hrs on record(5.6 hrs at review time)
76561198159423908,622650,Recommended,22.9 hrs on record(4.8 hrs at review time)
76561198159423908,381210,Recommended,267.4 hrs on record(68.4 hrs at review time)
76561198159423908,668550,Not Recommended,43.4 hrs on record(23.9 hrs at review time)
76561198159423908,732690,Recommended,11.4 hrs on record(9.5 hrs at review time)
76561198159423908,424840,Recommended,18.4 hrs on record(17.3 hrs at review time)
76561198159423908,1045720,Recommended,6.0 hrs on record
76561198159423908,466130,Recommended,57.9 hrs on record(57.7 hrs at review time)
76561198159423908,252330,Recommended,7.9 hrs on record(4.7 hrs at review time)
76561198134116049,2171440,Recommended,36.2 hrs on record(16.9 hrs at review time)
76561198358277667,311560,Recommended,15.5 hrs on record
76561198358277667,911400,Not Recommended,10.8 hrs on record(8.9 hrs at review time)
76561198358277667,2239550,Not Recommended,0.9 hrs on record
76561198358277667,1259420,Recommended,45.9 hrs on record(44.5 hrs at review time)
76561198358277667,736590,Recommended,1.6 hrs on record
76561198358277667,397900,Recommended,8.7 hrs on record
76561198358277667,285900,Recommended,4.2 hrs on record
76561198358277667,298110,Recommended,1.1 hrs on record
76561198358277667,883710,Recommended,9.4 hrs on record(7.0 hrs at review time)
76561198358277667,1938090,Not Recommended,18.0 hrs on record(6.7 hrs at review time)
76561198358277667,307690,Recommended,1.8 hrs on record
76561198358277667,990080,Recommended,12.5 hrs on record(3.0 hrs at review time)
76561198358277667,108600,Not Recommended,39.7 hrs on record(2.4 hrs at review time)
76561198358277667,2221490,Not Recommended,5.2 hrs on record(3.3 hrs at review time)
76561198358277667,2231380,Recommended,95.9 hrs on record(5.0 hrs at review time)
76561198358277667,365590,Recommended,44.8 hrs on record(18.3 hrs at review time)
76561198358277667,242760,Recommended,27.4 hrs on record(22.8 hrs at review time)
76561198358277667,289650,Recommended,63.1 hrs on record(61.4 hrs at review time)
76561198358277667,377160,Recommended,4.2 hrs on record(2.9 hrs at review time)
76561198358277667,611300,Not Recommended,0.7 hrs on record
76561198358277667,550,Recommended,6.6 hrs on record(1.7 hrs at review time)
76561198358277667,674020,Recommended,12.3 hrs on record(1.9 hrs at review time)
76561198358277667,292030,Recommended,82.4 hrs on record(79.1 hrs at review time)
76561198358277667,431960,Not Recommended,5.5 hrs on record(4.2 hrs at review time)
76561198358277667,460930,Recommended,55.3 hrs on record(50.0 hrs at review time)
76561198358277667,218620,Recommended,76.5 hrs on record(68.0 hrs at review time)
76561198358277667,578080,Not Recommended,697.8 hrs on record(64.4 hrs at review time)
76561198358277667,1692070,Not Recommended,1.3 hrs on record(0.6 hrs at review time)
76561198358277667,1222670,Recommended,9.9 hrs on record
76561198358277667,1599340,Not Recommended,1.6 hrs on record
76561198358277667,454650,Recommended,72.4 hrs on record(6.9 hrs at review time)
76561198358277667,304390,Recommended,18.2 hrs on record(11.2 hrs at review time)
76561198358277667,752590,Recommended,9.2 hrs on record
76561198358277667,239160,Recommended,2.7 hrs on record
76561198358277667,1091500,Recommended,88.5 hrs on record(57.2 hrs at review time)
76561198358277667,635260,Recommended,7.0 hrs on record(6.5 hrs at review time)
76561198358277667,447040,Recommended,17.8 hrs on record(16.3 hrs at review time)
76561198358277667,271590,Not Recommended,363.6 hrs on record(15.0 hrs at review time)
76561198993728265,1947460,Recommended,2.4 hrs on record(2.0 hrs at review time)
76561198993728265,2245370,Recommended,13.7 hrs on record(10.1 hrs at review time)
76561198993728265,2444230,Not Recommended,0.1 hrs on record
76561198993728265,2126680,Recommended,96.0 hrs on record(70.4 hrs at review time)
76561198993728265,1507420,Recommended,62.6 hrs on record
76561198993728265,1746530,Not Recommended,0.3 hrs on record
76561198993728265,1122240,Recommended,2.6 hrs on record
76561198993728265,1148150,Recommended,102.6 hrs on record(99.4 hrs at review time)
76561198993728265,2233600,Not Recommended,0.5 hrs on record
76561198993728265,1632750,Not Recommended,17.3 hrs on record(16.9 hrs at review time)
76561198993728265,2217100,Recommended,0.8 hrs on record
76561198993728265,2178490,Not Recommended,1.6 hrs on record
76561198993728265,1901410,Not Recommended,0.3 hrs on record
76561198993728265,1905540,Not Recommended,0.2 hrs on record
76561198993728265,2110740,Not Recommended,0.1 hrs on record
76561198095441773,2231010,Recommended,35.2 hrs on record(20.2 hrs at review time)
76561198095441773,2142710,Recommended,1.3 hrs on record
76561198095441773,2345820,Not Recommended,0.1 hrs on record
76561198095441773,2283930,Recommended,0.5 hrs on record
76561198095441773,1350650,Recommended,7.9 hrs on record
76561198095441773,1916270,Recommended,34.8 hrs on record(22.1 hrs at review time)
76561198095441773,2055750,Recommended,0.0 hrs on record
76561198095441773,2060430,Recommended,0.0 hrs on record
76561198095441773,1455070,Recommended,8.2 hrs on record
76561198095441773,1896170,Recommended,10.4 hrs on record(10.1 hrs at review time)
76561198095441773,1660280,Recommended,3.5 hrs on record
76561198095441773,1783110,Recommended,16.1 hrs on record(12.8 hrs at review time)
76561198095441773,1768640,Recommended,8.0 hrs on record(7.5 hrs at review time)
76561198095441773,1850990,Not Recommended,0.0 hrs on record
76561198095441773,1856820,Recommended,0.0 hrs on record
76561198095441773,1770210,Recommended,28.2 hrs on record(7.3 hrs at review time)
76561198095441773,1839570,Not Recommended,8.0 hrs on record(6.3 hrs at review time)
76561198095441773,1740000,Not Recommended,0.5 hrs on record
76561198095441773,1832640,Recommended,2.4 hrs on record(1.3 hrs at review time)
76561198095441773,1802870,Recommended,1.7 hrs on record
76561198095441773,1823380,Recommended,4.3 hrs on record
76561198095441773,1288920,Recommended,29.0 hrs on record(17.7 hrs at review time)
76561198095441773,1215820,Recommended,0.0 hrs on record
76561198095441773,1825230,Recommended,0.0 hrs on record
76561198095441773,1824630,Recommended,0.0 hrs on record
76561198095441773,1299840,Recommended,4.2 hrs on record
76561198095441773,1641860,Recommended,6.1 hrs on record(0.9 hrs at review time)
76561198095441773,1817610,Recommended,9.0 hrs on record(4.6 hrs at review time)
76561198095441773,1724050,Recommended,5.8 hrs on record(4.0 hrs at review time)
76561198095441773,1630290,Recommended,1.1 hrs on record
76561198095441773,1567080,Recommended,0.7 hrs on record(0.7 hrs at review time)
76561198095441773,1801650,Recommended,6.9 hrs on record(2.8 hrs at review time)
76561198095441773,1700550,Recommended,15.7 hrs on record(1.2 hrs at review time)
76561198095441773,1192561,Recommended,0.0 hrs on record
76561198095441773,1177720,Recommended,1.5 hrs on record
76561198095441773,1674180,Not Recommended,2.9 hrs on record
76561198095441773,1528560,Not Recommended,1.4 hrs on record
76561198095441773,1737100,Recommended,51.0 hrs on record(1.3 hrs at review time)
76561198095441773,1569590,Not Recommended,1.0 hrs on record
76561198095441773,1794470,Recommended,11.2 hrs on record(1.8 hrs at review time)
76561198095441773,1353360,Not Recommended,0.0 hrs on record
76561198095441773,1695680,Recommended,3.7 hrs on record
76561198095441773,1684170,Recommended,21.3 hrs on record(9.1 hrs at review time)
76561198095441773,1639990,Recommended,36.9 hrs on record(15.2 hrs at review time)
76561198095441773,1755880,Recommended,5.6 hrs on record
76561198095441773,1724190,Recommended,31.5 hrs on record(3.1 hrs at review time)
76561198095441773,1281160,Recommended,7.4 hrs on record(2.9 hrs at review time)
76561198095441773,1732640,Recommended,0.0 hrs on record
76561198095441773,1732050,Recommended,14.4 hrs on record(13.3 hrs at review time)
76561198095441773,1722270,Recommended,2.4 hrs on record
76561198095441773,1637750,Recommended,0.2 hrs on record
76561198095441773,1517960,Not Recommended,0.4 hrs on record(0.4 hrs at review time)
76561198095441773,1399930,Recommended,3.2 hrs on record(2.5 hrs at review time)
76561198095441773,1647940,Recommended,0.9 hrs on record
76561198095441773,1585700,Recommended,3.2 hrs on record
76561198095441773,1528550,Recommended,2.6 hrs on record
76561198095441773,1743260,Recommended,7.3 hrs on record(3.0 hrs at review time)
76561198095441773,1732760,Not Recommended,1.9 hrs on record
76561198095441773,1271710,Recommended,5.2 hrs on record(4.8 hrs at review time)
76561198095441773,1736840,Recommended,0.5 hrs on record
76561198095441773,1150890,Recommended,2.5 hrs on record
76561198095441773,1607130,Recommended,25.2 hrs on record
76561198095441773,1205960,Recommended,2.1 hrs on record
76561198095441773,1656240,Not Recommended,1.1 hrs on record
76561198095441773,1616180,Recommended,0.0 hrs on record
76561198095441773,1624520,Recommended,0.0 hrs on record
76561198095441773,1605010,Recommended,1.8 hrs on record(1.8 hrs at review time)
76561198095441773,1637070,Recommended,25.6 hrs on record(8.8 hrs at review time)
76561198095441773,1630080,Recommended,34.2 hrs on record(7.9 hrs at review time)
76561198095441773,1532770,Recommended,6.1 hrs on record(3.6 hrs at review time)
76561198095441773,1632010,Not Recommended,1.7 hrs on record
76561198095441773,1619540,Recommended,12.8 hrs on record
76561198095441773,1202690,Recommended,0.9 hrs on record
76561198095441773,1561400,Not Recommended,10.1 hrs on record
76561198095441773,1595030,Recommended,12.5 hrs on record(6.7 hrs at review time)
76561198095441773,1566060,Recommended,1.0 hrs on record
76561198095441773,1509090,Recommended,0.3 hrs on record
76561198095441773,1540490,Not Recommended,2.3 hrs on record(1.0 hrs at review time)
76561198095441773,1573300,Not Recommended,6.0 hrs on record(2.1 hrs at review time)
76561198095441773,1577420,Recommended,3.5 hrs on record(3.1 hrs at review time)
76561198095441773,1590730,Recommended,18.0 hrs on record(1.6 hrs at review time)
76561198095441773,1560010,Recommended,0.7 hrs on record
76561198095441773,1571170,Recommended,23.7 hrs on record(11.5 hrs at review time)
76561198095441773,1034140,Recommended,2.7 hrs on record(2.3 hrs at review time)
76561198095441773,1498120,Recommended,21.3 hrs on record(6.8 hrs at review time)
76561198095441773,1334590,Recommended,0.6 hrs on record(0.6 hrs at review time)
76561198095441773,1316560,Recommended,1.3 hrs on record
76561198095441773,1504020,Recommended,1.9 hrs on record(1.5 hrs at review time)
76561198095441773,930210,Recommended,65.8 hrs on record(4.0 hrs at review time)
76561198095441773,1390740,Not Recommended,0.9 hrs on record
76561198095441773,1431570,Recommended,8.3 hrs on record(3.3 hrs at review time)
76561198095441773,1471200,Not Recommended,3.0 hrs on record(1.3 hrs at review time)
76561198095441773,936960,Recommended,24.0 hrs on record(15.0 hrs at review time)
76561198095441773,1394800,Recommended,1.1 hrs on record
76561198095441773,1376830,Recommended,3.4 hrs on record(3.4 hrs at review time)
76561198095441773,1469300,Recommended,11.2 hrs on record(2.0 hrs at review time)
76561198095441773,1302660,Not Recommended,0.0 hrs on record
76561198095441773,1463120,Recommended,49.2 hrs on record(2.2 hrs at review time)
76561198095441773,1270210,Recommended,36.0 hrs on record(4.1 hrs at review time)
76561198095441773,1091500,Recommended,96.8 hrs on record(3.6 hrs at review time)
76561198095441773,575550,Recommended,6.6 hrs on record
76561198095441773,1014730,Not Recommended,4.1 hrs on record
76561198095441773,1034700,Recommended,9.8 hrs on record
76561198095441773,952060,Recommended,18.2 hrs on record
76561198095441773,1159520,Recommended,13.1 hrs on record
76561198095441773,562350,Recommended,14.7 hrs on record(5.5 hrs at review time)
76561198095441773,1428560,Recommended,10.8 hrs on record(3.0 hrs at review time)
76561198095441773,1268110,Recommended,6.4 hrs on record(2.5 hrs at review time)
76561198095441773,1306780,Recommended,2.6 hrs on record(2.4 hrs at review time)
76561198095441773,1381150,Not Recommended,0.2 hrs on record
76561198095441773,1357670,Recommended,10.2 hrs on record(4.3 hrs at review time)
76561198095441773,1358250,Recommended,28.3 hrs on record(8.8 hrs at review time)
76561198095441773,1357940,Not Recommended,4.3 hrs on record(4.2 hrs at review time)
76561198095441773,1371660,Recommended,3.3 hrs on record
76561198095441773,1360980,Recommended,12.1 hrs on record(6.7 hrs at review time)
76561198095441773,1364140,Recommended,9.6 hrs on record(1.5 hrs at review time)
76561198095441773,1276610,Recommended,21.6 hrs on record(10.8 hrs at review time)
76561198095441773,1210110,Recommended,3.9 hrs on record(1.3 hrs at review time)
76561198095441773,1126320,Recommended,104.1 hrs on record(13.5 hrs at review time)
76561198095441773,1224160,Recommended,41.5 hrs on record(5.6 hrs at review time)
76561198095441773,811890,Recommended,2.2 hrs on record(2.1 hrs at review time)
76561198095441773,1090900,Recommended,0.6 hrs on record
76561198095441773,1008020,Recommended,22.0 hrs on record(16.8 hrs at review time)
76561198095441773,1148150,Recommended,29.3 hrs on record(7.4 hrs at review time)
76561198095441773,1045520,Recommended,18.8 hrs on record
76561198095441773,1137410,Recommended,14.7 hrs on record(8.5 hrs at review time)
76561198095441773,1172940,Recommended,6.6 hrs on record(6.2 hrs at review time)
76561198028192046,2231450,Recommended,28.3 hrs on record(16.6 hrs at review time)
76561198028192046,1290000,Recommended,32.7 hrs on record(27.1 hrs at review time)
76561198028192046,1137460,Recommended,1.9 hrs on record(1.7 hrs at review time)
76561198028192046,359550,Recommended,529.8 hrs on record(503.7 hrs at review time)
76561198279418628,2171440,Recommended,132.7 hrs on record(127.5 hrs at review time)
76561198279418628,304930,Recommended,463.7 hrs on record(227.3 hrs at review time)
76561198128425249,792300,Recommended,10.5 hrs on record
76561198128425249,2171440,Recommended,81.1 hrs on record
76561198128425249,1794680,Recommended,8.9 hrs on record(2.3 hrs at review time)
76561198128425249,510420,Recommended,5.5 hrs on record
76561198128425249,1092790,Recommended,17.8 hrs on record(17.8 hrs at review time)
76561198128425249,1229380,Recommended,13.0 hrs on record
76561198128425249,433170,Not Recommended,14.9 hrs on record
76561198128425249,558420,Recommended,3.6 hrs on record(3.4 hrs at review time)
76561198128425249,747340,Not Recommended,0.8 hrs on record
76561198128425249,330020,Recommended,22.7 hrs on record(16.7 hrs at review time)
76561198128425249,631980,Not Recommended,2.0 hrs on record
76561198128425249,570940,Not Recommended,63.7 hrs on record
76561198128425249,460950,Recommended,7.3 hrs on record
76561198128425249,363500,Recommended,2.0 hrs on record
76561198128425249,332200,Recommended,10.8 hrs on record
76561198128425249,335670,Recommended,31.1 hrs on record(23.2 hrs at review time)
76561198128425249,265300,Recommended,6.6 hrs on record
76561198128425249,268050,Recommended,15.3 hrs on record
76561198128425249,267790,Recommended,30.0 hrs on record(27.1 hrs at review time)
76561198128425249,250760,Recommended,6.7 hrs on record
76561199019438225,1544020,Recommended,12.7 hrs on record(12.3 hrs at review time)
76561199019438225,2175390,Recommended,13.1 hrs on record(3.9 hrs at review time)
76561199019438225,2154330,Recommended,10.1 hrs on record(7.4 hrs at review time)
76561199019438225,1178830,Recommended,2.0 hrs on record
76561199019438225,1797300,Not Recommended,10.1 hrs on record(8.3 hrs at review time)
76561199019438225,1212020,Recommended,10.3 hrs on record
76561199019438225,2173800,Recommended,10.3 hrs on record(7.3 hrs at review time)
76561199019438225,1794470,Recommended,13.5 hrs on record
76561199019438225,1061910,Recommended,13.5 hrs on record(2.2 hrs at review time)
76561199019438225,985830,Not Recommended,1.8 hrs on record(1.6 hrs at review time)
76561199019438225,1182900,Recommended,21.8 hrs on record(0.7 hrs at review time)
76561199019438225,1332010,Recommended,14.5 hrs on record(0.4 hrs at review time)
76561199019438225,633230,Recommended,44.2 hrs on record(41.9 hrs at review time)
76561199019438225,960990,Not Recommended,11.1 hrs on record
76561199019438225,239140,Recommended,87.3 hrs on record(20.3 hrs at review time)
76561199019438225,752590,Recommended,14.3 hrs on record(14.1 hrs at review time)
76561199019438225,1035120,Recommended,17.5 hrs on record(7.9 hrs at review time)
76561198275522550,2141690,Not Recommended,15.0 hrs on record(9.5 hrs at review time)
76561199204314592,2248760,Recommended,4.7 hrs on record(1.1 hrs at review time)
76561199204314592,635260,Not Recommended,0.8 hrs on record
76561199204314592,675010,Recommended,0.7 hrs on record
76561199204314592,444090,Not Recommended,0.1 hrs on record
76561199204314592,2249160,Recommended,0.7 hrs on record
76561199204314592,1609080,Recommended,1.5 hrs on record
76561199204314592,550,Recommended,7.3 hrs on record
76561199204314592,304930,Recommended,5.5 hrs on record
76561199204314592,648800,Recommended,28.9 hrs on record(7.7 hrs at review time)
76561199204314592,238320,Recommended,0.6 hrs on record
76561199204314592,877360,Recommended,0.2 hrs on record
76561199204314592,227300,Recommended,385.0 hrs on record(108.9 hrs at review time)
76561199090581635,2171440,Recommended,6.6 hrs on record
76561199090581635,1002300,Recommended,9.0 hrs on record(5.2 hrs at review time)
76561199090581635,394360,Not Recommended,50.0 hrs on record(31.5 hrs at review time)
76561199090581635,4000,Recommended,528.9 hrs on record(52.2 hrs at review time)
76561199090581635,219150,Recommended,6.8 hrs on record(5.2 hrs at review time)
76561199090581635,274170,Recommended,22.3 hrs on record(16.0 hrs at review time)
76561199090581635,105600,Recommended,204.7 hrs on record(30.4 hrs at review time)
76561199090581635,440,Recommended,22.2 hrs on record(13.2 hrs at review time)
76561198179100529,2262770,Not Recommended,0.2 hrs on record
76561198879397867,2262770,Recommended,6.3 hrs on record(4.6 hrs at review time)
76561198879397867,1276390,Recommended,28.6 hrs on record(17.4 hrs at review time)
76561198879397867,1797880,Not Recommended,3.6 hrs on record(3.5 hrs at review time)
76561198879397867,1118200,Recommended,89.8 hrs on record(37.6 hrs at review time)
76561198879397867,1237950,Recommended,32.5 hrs on record(13.6 hrs at review time)
76561198879397867,534380,Recommended,169.8 hrs on record(161.4 hrs at review time)
76561198879397867,476600,Recommended,8.9 hrs on record(8.1 hrs at review time)
76561198879397867,2300,Recommended,172.2 hrs on record(162.6 hrs at review time)
76561198879397867,1069740,Recommended,3.2 hrs on record
76561198879397867,381210,Recommended,127.5 hrs on record(1.1 hrs at review time)
76561198879397867,2090230,Recommended,25.1 hrs on record(1.9 hrs at review time)
76561198879397867,201810,Recommended,33.9 hrs on record(24.5 hrs at review time)
76561198879397867,584170,Not Recommended,1.2 hrs on record(1.2 hrs at review time)
76561198879397867,1304510,Recommended,30.8 hrs on record(3.4 hrs at review time)
76561198879397867,1222730,Recommended,0.7 hrs on record(0.5 hrs at review time)
76561198879397867,433340,Recommended,23.1 hrs on record(2.7 hrs at review time)
76561198879397867,648800,Recommended,137.4 hrs on record(124.5 hrs at review time)
76561198879397867,1240440,Recommended,55.6 hrs on record(3.7 hrs at review time)
76561198879397867,945360,Recommended,47.0 hrs on record(35.8 hrs at review time)
76561198879397867,1517290,Not Recommended,0.1 hrs on record
76561198879397867,1091500,Recommended,17.7 hrs on record(14.1 hrs at review time)
76561198879397867,1782380,Recommended,549.4 hrs on record(35.7 hrs at review time)
76561198879397867,4000,Recommended,"1,969.4 hrs on record(1,141.6 hrs at review time)"
76561198879397867,379720,Recommended,497.7 hrs on record(389.7 hrs at review time)
76561198879397867,239140,Recommended,1.4 hrs on record
76561198879397867,782330,Recommended,505.1 hrs on record(328.2 hrs at review time)
76561198879397867,391220,Recommended,12.2 hrs on record(9.3 hrs at review time)
76561198108784242,427730,Recommended,7.2 hrs on record
76561198108784242,550,Recommended,6.9 hrs on record
76561198108784242,2125660,Recommended,0.0 hrs on record
76561198108784242,1843020,Recommended,0.0 hrs on record
76561198108784242,1172470,Not Recommended,468.7 hrs on record(462.7 hrs at review time)
76561198108784242,365670,Recommended,9.1 hrs on record
76561198108784242,252330,Recommended,3.1 hrs on record
76561198108784242,2164540,Recommended,0.0 hrs on record
76561198108784242,1356221,Recommended,0.0 hrs on record
76561198108784242,1869590,Recommended,4.3 hrs on record(1.0 hrs at review time)
76561198108784242,885810,Recommended,0.1 hrs on record
76561198108784242,582500,Recommended,8.3 hrs on record
76561198108784242,730,Recommended,590.6 hrs on record(580.1 hrs at review time)
76561198108784242,787480,Recommended,0.7 hrs on record
76561198108784242,1449850,Recommended,26.7 hrs on record
76561198108784242,71260,Recommended,2.1 hrs on record
76561198108784242,238320,Recommended,7.1 hrs on record
76561198108784242,518030,Recommended,0.1 hrs on record
76561198108784242,250180,Recommended,12.7 hrs on record
76561198108784242,1824220,Recommended,7.6 hrs on record(1.8 hrs at review time)
76561198108784242,57300,Recommended,2.2 hrs on record
76561198108784242,1341290,Recommended,11.6 hrs on record
76561198108784242,1721470,Recommended,0.8 hrs on record
76561198108784242,739630,Recommended,33.1 hrs on record(3.9 hrs at review time)
76561198108784242,1245620,Recommended,41.3 hrs on record(23.6 hrs at review time)
76561198108784242,1794680,Recommended,1.8 hrs on record(0.1 hrs at review time)
76561198108784242,332800,Recommended,7.0 hrs on record
76561198108784242,1156990,Not Recommended,0.4 hrs on record
76561198108784242,939400,Recommended,1.6 hrs on record
76561198108784242,1097150,Recommended,20.4 hrs on record(5.2 hrs at review time)
76561198108784242,354140,Recommended,0.7 hrs on record
76561198108784242,677160,Recommended,10.0 hrs on record(8.1 hrs at review time)
76561198108784242,1211990,Recommended,1.8 hrs on record
76561198108784242,1305420,Recommended,1.2 hrs on record(1.1 hrs at review time)
76561198108784242,416590,Recommended,0.4 hrs on record
76561198108784242,1533050,Recommended,0.5 hrs on record
76561198108784242,1257410,Recommended,4.1 hrs on record
76561198108784242,648800,Recommended,15.8 hrs on record(9.2 hrs at review time)
76561198108784242,674940,Recommended,0.8 hrs on record
76561198108784242,892970,Recommended,89.6 hrs on record(4.6 hrs at review time)
76561198108784242,288160,Recommended,0.2 hrs on record
76561198108784242,242760,Recommended,24.5 hrs on record(22.6 hrs at review time)
76561198108784242,271590,Recommended,197.8 hrs on record
76561198108784242,728880,Recommended,4.9 hrs on record
76561198108784242,252950,Recommended,38.6 hrs on record
76561198108784242,252490,Recommended,51.3 hrs on record(48.0 hrs at review time)
76561198108784242,389730,Recommended,96.2 hrs on record(95.8 hrs at review time)
76561198108784242,286160,Recommended,36.0 hrs on record(33.7 hrs at review time)
76561198108784242,387990,Recommended,3.3 hrs on record
76561198108784242,620,Recommended,35.7 hrs on record(33.8 hrs at review time)
76561198108784242,477160,Recommended,14.7 hrs on record(7.1 hrs at review time)
76561198108784242,391540,Recommended,17.2 hrs on record
76561198108784242,388090,Recommended,1.8 hrs on record
76561198108784242,657200,Recommended,2.1 hrs on record(2.0 hrs at review time)
76561198108784242,388880,Recommended,2.3 hrs on record
76561198108784242,413150,Recommended,9.2 hrs on record
76561198108784242,332950,Recommended,0.3 hrs on record
76561198108784242,1450100,Recommended,1.0 hrs on record
76561198108784242,1568590,Recommended,11.0 hrs on record(1.1 hrs at review time)
76561198108784242,374320,Recommended,14.6 hrs on record(14.5 hrs at review time)
76561198108784242,437920,Recommended,3.1 hrs on record(3.0 hrs at review time)
76561198108784242,1281330,Recommended,0.0 hrs on record
76561198108784242,1436990,Recommended,4.0 hrs on record(0.5 hrs at review time)
76561198108784242,1274570,Recommended,2.7 hrs on record(0.8 hrs at review time)
76561198108784242,322330,Recommended,30.0 hrs on record(17.7 hrs at review time)
76561198108784242,960170,Recommended,120.6 hrs on record(10.5 hrs at review time)
76561198108784242,384180,Recommended,25.3 hrs on record(1.5 hrs at review time)
76561198108784242,977950,Recommended,22.1 hrs on record(19.5 hrs at review time)
76561198108784242,865360,Recommended,13.7 hrs on record(4.8 hrs at review time)
76561198108784242,240720,Recommended,1.8 hrs on record(1.4 hrs at review time)
76561198108784242,296710,Recommended,5.5 hrs on record(2.3 hrs at review time)
76561198108784242,619080,Not Recommended,3.4 hrs on record
76561198108784242,578080,Recommended,189.0 hrs on record(99.7 hrs at review time)
